AS_cluster_name	name	bin	length	contig_edge	completeness	contamination	N50	size	P_final	C_final	O_final	F_final	G_final	S_final	P_gtdb	C_gtdb	O_gtdb	F_gtdb	G_gtdb	S_gtdb	phylum	class	order	family	genus	species	final_product	coverage	distance
c01782_contig_...region001	contig_8093:1.0-132093.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	40464	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	phosphonate	71.5508749876949	1863
c01269_contig_...region001_1	contig_15315:1.0-25256.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	23365	True	NA	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Rhizobiales	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Alphaproteobacteria	Rhizobiales	not classified	not classified	not classified	T3PKS	8.51002150207341	1182
c01815_contig_...region001_1	contig_31897:1.0-82583.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	34431	True	NA	NA	NA	NA	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17	not classified	NRPS-like	9.95559952703844	1545
c01202_contig_...region001	contig_9454:1.0-176374.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	39034	True	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	Mycobacteriales	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	Mycobacteriales	not classified	not classified	not classified	NRPS	9.54431414715007	621
c01819_contig_...region001	contig_22013:1.0-25107.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	10765	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	not classified	not classified	not classified	bacteriocin	4.46354621182071	362
c00195_contig_...region001_1	contig_32145:1.0-29803.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	29858	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	NRPS	4.04729050840646	783
c01644_contig_...region001	contig_47765:1.0-61195.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	11187	True	NA	NA	NA	NA	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	not classified	not classified	terpene	8.00394993498049	770
c00877_contig_...region001	contig_18965:1.0-32648.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	22737	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	NRPS-like	19.833571711147	982
c00791_contig_...region001	contig_28317:1.0-91367.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	40378	False	NA	NA	NA	NA	Planctomycetota	UBA11346	UBA11346	UBA11346	BOG-1363	BOG-1363 sp003136555	not classified	not classified	not classified	not classified	not classified	not classified	Planctomycetota	UBA11346	UBA11346	UBA11346	BOG-1363	BOG-1363 sp003136555	arylpolyene	8.92992200297235	1005
c00653_contig_...region001	contig_58094:1.0-40689.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	40893	True	NA	NA	NA	NA	Acidobacteriota	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	not classified	not classified	not classified	not classified	not classified	NRPS	6.04113173403761	1399
c01043_contig_...region001_1	contig_51775:1.0-64170.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	40361	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	other	9.60627778986972	506
c01679_contig_...region001_1	contig_54987:1.0-64021.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	11611	False	NA	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	not classified	bacteriocin	10.8528868682794	506
c00834_contig_...region001_1	contig_18915:1.0-47144.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.24	34610	True	65.4	5.128	106637	2806051	Actinobacteriota	Acidimicrobiia	Microtrichales	UBA8139	not classified	not classified	Actinobacteriota	Acidimicrobiia	Microtrichales	UBA8139	not classified	not classified	Actinobacteriota	not classified	not classified	not classified	not classified	not classified	NRPS_hybrid	46.928645251974	1530
c01789_contig_...region001	contig_11913:1.0-85254.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21458	False	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	terpene	15.4925577636988	876
c01819_scaffol...region001	scaffold_4059:99571.0-121227.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	14933	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	terpene	2.76298745414194	729
c01827_contig_...region001	contig_50409:1.0-168580.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20885	False	NA	NA	NA	NA	Methylomirabilota	Methylomirabilia	Rokubacteriales	GWA2-73-35	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Methylomirabilota	Methylomirabilia	Rokubacteriales	GWA2-73-35	not classified	not classified	terpene	6.76960272055828	1161
c00627_contig_...region001	contig_3708:1.0-68310.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	40656	True	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	NRPS-like	8.59831427386384	1434
c01251_contig_...region001	contig_15299:1.0-155874.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.15	20600	False	59.37	5.344	123314	3200494	Bacteroidota	Ignavibacteria	SJA-28	B-1AR	UBA2330	not classified	Bacteroidota	Ignavibacteria	SJA-28	B-1AR	UBA2330	not classified	Bacteroidota	Ignavibacteria	SJA-28	B-1AR	UBA2330	UBA2330 sp002344965	terpene	7.41996301243193	795
c00145_contig_...region001	contig_57530:1.0-27568.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	22262	True	NA	NA	NA	NA	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	not classified	not classified	terpene	15.2297253518592	1178
c00823_contig_...region001	contig_12883:1.0-39180.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	36418	True	NA	NA	NA	NA	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	not classified	not classified	arylpolyene	13.0630747675455	1250
c01104_contig_...region001	contig_4944:1.0-42869.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20756	False	NA	NA	NA	NA	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	not classified	not classified	terpene	5.42846480384382	1135
c01100_contig_...region001	contig_15141:1.0-59444.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	16680	True	NA	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	not classified	not classified	lassopeptide	8.20497081907829	916
c00841_contig_...region001	contig_9072:1.0-201967.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	40756	False	NA	NA	NA	NA	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	not classified	not classified	T3PKS	26.3481913294569	1835
c00851_contig_...region001	contig_14883:1.0-21553.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21602	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Aquimonas	Aquimonas voraii	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Aquimonas	Aquimonas voraii	arylpolyene	4.50060179612999	952
c00893_contig_...region001_1	contig_39710:1.0-67416.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	15221	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Burkholderiales	SG8-41	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	SG8-41	not classified	not classified	TfuA-related	7.35618827981787	414
c00357_contig_...region001_1	contig_46069:1.0-286766.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	64962	False	NA	NA	NA	NA	Actinobacteriota	Acidimicrobiia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Acidimicrobiia	not classified	not classified	not classified	not classified	NRPS	9.49748925456594	1469
c00623_contig_...region001	contig_10669:1.0-2066484.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.98	40984	False	89.35	6.506	2069691	5274360	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	not classified	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	not classified	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	not classified	not classified	T3PKS	14.6108747634309	1171
c01420_contig_...region001	contig_61048:1.0-16589.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	16694	True	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	NRPS	3.53516233377261	480
c01289_contig_...region001	contig_4969:1.0-188115.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	13051	False	NA	NA	NA	NA	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	not classified	not classified	bacteriocin	25.0902728305971	598
c00508_contig_...region001	contig_18542:30079.0-202911.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.20	38082	True	58.04	9.27	86669	3670327	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	not classified	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	not classified	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	not classified	arylpolyene	7.00377107999382	1379
c01155_contig_...region001_2	contig_33345:23983.0-81464.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	23106	True	NA	NA	NA	NA	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	not classified	not classified	NRPS	17.7986577181208	788
c00265_contig_...region002	contig_18268:1.0-328686.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	40564	False	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	Mycobacteriales	QHCA01	QHCA01	QHCA01 sp003244095	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	Mycobacteriales	QHCA01	QHCA01	QHCA01 sp003244095	T3PKS	10.3453401320354	1286
c00090_contig_...region001	contig_4333:1.0-94336.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	34738	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	other_hybrid	26.8284886816159	1154
c01415_contig_...region001	contig_4268:1.0-170989.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.70	42589	False	76.34	8.108	367539	4470774	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	AV2	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	AV2	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	not classified	not classified	not classified	NRPS-like	13.2159516940937	1566
c01568_contig_...region001	contig_2388:1.0-675432.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.112	42610	False	50	0	444655	4123314	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	not classified	not classified	NRPS_like_hybrid	24.9765854185902	1404
c00845_contig_...region001	contig_18927:2.0-24266.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	24656	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	NRPS-like	25.9029445165477	919
c01420_contig_...region001_1	contig_21598:1.0-57850.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	24834	True	NA	NA	NA	NA	Bacteroidota	Bacteroidia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Bacteroidota	Bacteroidia	not classified	not classified	not classified	not classified	arylpolyene	3.6279796323466	1319
c01429_contig_...region001_2	contig_33677:1.0-23872.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	23847	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	NRPS	4.79070742651067	961
