BGC_region,Class,Category,Start,End,Length,MAG,Taxonomy,CC,Family
CSMAG_5930_contig_6398_polypolish.region001,RRE-containing,RiPP,16888,31236,14349,CSMAG_5930,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__Desertibaculum;s__,1,FAM_03770
CSMAG_3613_contig_43115_polypolish.region001,arylpolyene,other,351976,393082,41107,CSMAG_3613,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Opitutaceae;g__ER46;s__,59177,FAM_08801
CSMAG_3676_contig_38634_polypolish.region003,ladderane,other,956388,997632,41245,CSMAG_3676,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__JACPHL01;g__DASRDR01;s__,11279,FAM_01447
CSMAG_1740_contig_61070_polypolish.region001,NRPS-like,NRPS,5654,47621,41968,CSMAG_1740,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__,6470,FAM_01066
CSMAG_0915_contig_3810_polypolish.region002,T1PKS,PKS,1314477,1362918,48442,CSMAG_0915,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,59189,FAM_08802
CSMAG_5063_contig_48146_polypolish.region001,NRPS-like,NRPS,178521,221499,42979,CSMAG_5063,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__AC-14;g__;s__,59193,FAM_08803
CSMAG_7153_contig_15532_polypolish.region001,arylpolyene,other,58222,99403,41182,CSMAG_7153,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__,1924,FAM_00494
CSMAG_2698_contig_6017_polypolish.region001,thioamitides,RiPP,108421,130390,21970,CSMAG_2698,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__,59201,FAM_03128
CSMAG_0569_contig_7804_polypolish.region001,redox-cofactor,RiPP,41841,63976,22136,CSMAG_0569,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__CAMLFJ01;s__CAMLFJ01 sp035315345,12897,FAM_01553
CSMAG_2209_contig_29384_polypolish.region001,RRE-containing,RiPP,338138,358572,20435,CSMAG_2209,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__,6878,FAM_01117
CSMAG_2757_contig_37045_polypolish.region001,NRPS-like,NRPS,126610,167929,41320,CSMAG_2757,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1844;s__,59213,FAM_08804
CSMAG_1448_contig_359_polypolish.region001,terpene,terpene,343030,364823,21794,CSMAG_1448,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__JBDSLU01;s__,16484,FAM_01781
CSMAG_0886_contig_5331.region001,T3PKS,PKS,324565,365641,41077,CSMAG_0886,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__JAIOPA01;s__,2145,FAM_00540
CSMAG_0753_contig_5846_polypolish.region001,phosphonate,other,57118,89299,32182,CSMAG_0753,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidiferrales;f__2-02-FULL-67-57;g__JACPRL01;s__,59225,FAM_03129
CSMAG_1555_contig_22068_polypolish.region001,NRPS.NRPS-like,NRPS,52880,120882,68003,CSMAG_1555,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__,59229,FAM_08805
CSMAG_3643_contig_95494_polypolish.region001,terpene,terpene,35144,56106,20963,CSMAG_3643,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__Chthoniobacteraceae;g__SXWH01;s__,59241,FAM_08806
CSMAG_5192_contig_18830_polypolish.region001,RRE-containing.RiPP-like,RiPP,17329,37673,20345,CSMAG_5192,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Bin18;f__Bin18;g__JABFSC01;s__,59245,FAM_08807
CSMAG_1144_contig_14025_polypolish.region002,thioamitides,RiPP,160334,182312,21979,CSMAG_1144,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp036277875,4167,FAM_00837
CSMAG_1846_contig_61696_polypolish.region001,NRPS-like,NRPS,42108,86166,44059,CSMAG_1846,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__,858,FAM_00293
CSMAG_0839_contig_167_polypolish.region002,terpene,terpene,1819777,1841689,21913,CSMAG_0839,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__;s__,18828,FAM_01915
CSMAG_6079_contig_12366_polypolish.region002,NRPS.NRPS-like,NRPS,541730,586182,44453,CSMAG_6079,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__DASQFI01;s__,2779,FAM_00642
CSMAG_3623_contig_2715_polypolish.region001,T3PKS,PKS,36320,77423,41104,CSMAG_3623,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__,59278,FAM_08808
CSMAG_4127_contig_49420_polypolish.region001,terpene,terpene,129629,151554,21926,CSMAG_4127,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__,30650,FAM_02395
CSMAG_0462_contig_5646_polypolish.region001,NRPS-like,NRPS,918249,960774,42526,CSMAG_0462,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__,52106,FAM_02998
CSMAG_0403_contig_22517_polypolish.region001,terpene,terpene,14731,36875,22145,CSMAG_0403,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__,754,FAM_00251
CSMAG_7934_contig_2114_polypolish.region001,arylpolyene,other,1,34642,34642,CSMAG_7934,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Noviherbaspirillum_A;s__,59294,FAM_08809
CSMAG_4885_contig_51414_polypolish.region001,RRE-containing,RiPP,101377,121607,20231,CSMAG_4885,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,47556,FAM_02893
CSMAG_5808_contig_26845_polypolish.region001,NRPS-like,NRPS,20318,62198,41881,CSMAG_5808,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__WYBJ01;g__;s__,59302,FAM_08810
CSMAG_4694_contig_11042_polypolish.region001,ranthipeptide,RiPP,166075,187439,21365,CSMAG_4694,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__JAJKIV01;s__,5413,FAM_00957
CSMAG_4199_contig_3325_polypolish.region001,redox-cofactor,RiPP,393842,415999,22158,CSMAG_4199,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SHXO01;g__SHXO01;s__,16774,FAM_01795
CSMAG_7349_contig_107799_polypolish.region001,ranthipeptide,RiPP,20569,42304,21736,CSMAG_7349,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__SBBV01;s__,59314,FAM_08811
CSMAG_7029_contig_13145_polypolish.region001,RiPP-like,RiPP,64188,75036,10849,CSMAG_7029,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__,250,FAM_00132
CSMAG_5646_contig_19684_polypolish.region002,cyanobactin,RiPP,86313,107332,21020,CSMAG_5646,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__,59322,FAM_08812
CSMAG_4121_contig_12787_polypolish.region001,arylpolyene,other,309,43881,43573,CSMAG_4121,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Rariloculales;f__Rariloculaceae;g__FEN-1219;s__,36396,FAM_02578
CSMAG_2371_contig_33928_polypolish.region001,NRPS-like,NRPS,57428,99371,41944,CSMAG_2371,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,59330,FAM_08813
CSMAG_3124_contig_10883_polypolish.region002,arylpolyene,other,552952,594139,41188,CSMAG_3124,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__,9254,FAM_01296
CSMAG_2982_contig_7638.region001,terpene,terpene,78763,100583,21821,CSMAG_2982,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__,782,FAM_00276
CSMAG_6034_contig_16963_polypolish.region001,ranthipeptide,RiPP,240170,261708,21539,CSMAG_6034,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__VFZN01;s__,5669,FAM_00991
CSMAG_0318_contig_42432_polypolish.region002,arylpolyene,other,662465,703655,41191,CSMAG_0318,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__,1924,FAM_00494
CSMAG_4365_contig_444_polypolish.region001,ranthipeptide,RiPP,1,17743,17743,CSMAG_4365,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__,5011,FAM_00929
CSMAG_4103_contig_7493_polypolish.region001,thioamitides,RiPP,28576,50376,21801,CSMAG_4103,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 sp014523515,59354,FAM_08814
CSMAG_7695_contig_12296_polypolish.region002,indole,other,580402,601586,21185,CSMAG_7695,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Schlegelella_A;s__,59358,FAM_08815
CSMAG_1396_contig_15153_polypolish.region001,arylpolyene,other,162109,207791,45683,CSMAG_1396,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__SZUA-336;f__SZUA-336;g__;s__,22831,FAM_02094
CSMAG_2462_contig_20118_polypolish.region002,T1PKS,PKS,411911,445516,33606,CSMAG_2462,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__Chthoniobacteraceae;g__VFJQ01;s__,59366,FAM_08816
CSMAG_1266_contig_14334_polypolish.region001,ranthipeptide,RiPP,141859,163310,21452,CSMAG_1266,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__,5011,FAM_00924
CSMAG_3465_contig_32954_polypolish.region001,terpene,terpene,729,21598,20870,CSMAG_3465,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__JAFGQR01;g__JAFGQR01;s__,59374,FAM_08817
CSMAG_1305_contig_42358_polypolish.region001,NRPS-like,NRPS,525861,568686,42826,CSMAG_1305,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__DATEDA01;s__,138,FAM_00075
CSMAG_2697_contig_11104_polypolish.region001,T3PKS,PKS,107842,149014,41173,CSMAG_2697,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__,59382,FAM_03130
CSMAG_7650_contig_77439_polypolish.region001,betalactone,other,105662,135320,29659,CSMAG_7650,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,59386,FAM_08818
CSMAG_6418_contig_110208_polypolish.region001,arylpolyene,other,8388,38491,30104,CSMAG_6418,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus pickettii_A,59390,FAM_08819
CSMAG_4484_contig_7522_polypolish.region001,arylpolyene,other,234116,275294,41179,CSMAG_4484,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__,59394,FAM_08820
CSMAG_2326_contig_37550_polypolish.region001,RiPP-like,RiPP,209528,220352,10825,CSMAG_2326,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,59398,FAM_08821
CSMAG_0064_contig_12873_polypolish.region001,terpene,terpene,705229,727063,21835,CSMAG_0064,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__,782,FAM_00259
CSMAG_3667_contig_1049_polypolish.region001,T1PKS,PKS,1,34373,34373,CSMAG_3667,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__,59406,FAM_03131
CSMAG_2656_contig_17941_polypolish.region001,T3PKS,PKS,47362,88447,41086,CSMAG_2656,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__DASTBI01;s__,59410,FAM_08822
CSMAG_4055_contig_20007_polypolish.region001,hserlactone,other,86520,107212,20693,CSMAG_4055,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Schlegelella_A;s__,59414,FAM_08823
CSMAG_0164_contig_9569_polypolish.region001,T1PKS,PKS,191851,243282,51432,CSMAG_0164,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__JACCXV01;f__JAHWKZ01;g__JAICNR01;s__,542,FAM_00218
CSMAG_1473_contig_57498_polypolish.region001,terpene,terpene,29257,50276,21020,CSMAG_1473,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__,5665,FAM_00987
CSMAG_5461_contig_51296_polypolish.region001,microviridin,RiPP,130219,150629,20411,CSMAG_5461,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__DASPKM01;s__,59426,FAM_08824
CSMAG_6686_contig_104462_polypolish.region001,ladderane,other,1,36663,36663,CSMAG_6686,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__DP-6;f__DP-6;g__DATMAZ01;s__,1835,FAM_00483
CSMAG_4433_contig_832_polypolish.region001,terpene,terpene,79801,101604,21804,CSMAG_4433,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACCXG01;s__,782,FAM_00256
CSMAG_6620_contig_22498_polypolish.region001,NRPS-like,NRPS,18587,41906,23320,CSMAG_6620,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__JADYYY01;s__,59438,FAM_08825
CSMAG_2518_contig_49120_polypolish.region001,NRPS-like,NRPS,9021,52860,43840,CSMAG_2518,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__,50912,FAM_02968
CSMAG_6688_contig_87038_polypolish.region001,NRPS-like,NRPS,1,23489,23489,CSMAG_6688,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,59446,FAM_03132
CSMAG_0599_contig_19424_polypolish.region002,NRPS.NRPS-like,NRPS,1904704,1950111,45408,CSMAG_0599,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__,40608,FAM_02722
CSMAG_7351_contig_38855_polypolish.region001,NRPS-like,NRPS,61072,102067,40996,CSMAG_7351,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__,59462,FAM_08826
CSMAG_5660_contig_85075_polypolish.region001,arylpolyene,other,26411,67058,40648,CSMAG_5660,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAEUPI01;s__,6108,FAM_01029
CSMAG_3402_contig_40377_polypolish.region001,betalactone,other,1,25947,25947,CSMAG_3402,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__SIAJ01;s__,59470,FAM_08827
CSMAG_4031_contig_11449_polypolish.region003,NRPS-like,NRPS,443101,485581,42481,CSMAG_4031,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DASPWV01;s__,59474,FAM_03133
CSMAG_7091_contig_21815_polypolish.region001,NRPS-like.T3PKS.crocagin,NRPS.PKS.RiPP,60099,132182,72084,CSMAG_7091,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Labilithrix;s__,59478,FAM_08828
CSMAG_2297_contig_21612_polypolish.region002,acyl_amino_acids,other,894118,954993,60876,CSMAG_2297,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__,59490,FAM_08829
CSMAG_0441_contig_36270_polypolish.region002,terpene,terpene,699064,720116,21053,CSMAG_0441,d__Bacteria;p__Orphanbacterota;c__Orphanbacteria;o__;f__;g__;s__,22563,FAM_02087
CSMAG_0592_contig_19125_polypolish.region002,terpene,terpene,581900,603636,21737,CSMAG_0592,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,9839,FAM_01351
CSMAG_5438_contig_44512_polypolish.region001,oligosaccharide,saccharide,50167,95588,45422,CSMAG_5438,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__CAWULT01;s__,2565,FAM_00598
CSMAG_0184_contig_1677_polypolish.region001,NRPS,NRPS,40746,94632,53887,CSMAG_0184,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__,3649,FAM_00748
CSMAG_5603_contig_33192_polypolish.region001,T3PKS,PKS,314479,354667,40189,CSMAG_5603,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__,59510,FAM_08830
CSMAG_1298_contig_83971_polypolish.region001,T3PKS,PKS,40648,81670,41023,CSMAG_1298,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,738,FAM_00245
CSMAG_0214_contig_1097.region004,NRPS-like.terpene,NRPS.terpene,4864632,4922533,57902,CSMAG_0214,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__,37,FAM_00035
CSMAG_6747_contig_72575_polypolish.region001,terpene,terpene,55950,77621,21672,CSMAG_6747,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__,59530,FAM_08831
CSMAG_3149_contig_56434_polypolish.region001,T1PKS.hglE-KS,PKS,234850,284405,49556,CSMAG_3149,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__VFZN01;s__,59534,FAM_08832
CSMAG_1287_contig_9435_polypolish.region001,T3PKS,PKS,44024,85049,41026,CSMAG_1287,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__,20513,FAM_01986
CSMAG_1244_contig_1802_polypolish.region001,T3PKS.redox-cofactor,PKS.RiPP,18791,59828,41038,CSMAG_1244,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__DASRWT01 sp035764725,802,FAM_00282
CSMAG_2804_contig_5928_polypolish.region002,arylpolyene,other,443318,484586,41269,CSMAG_2804,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__HRBIN30;f__CADEER01;g__;s__,59559,FAM_03134
CSMAG_4949_contig_3319_polypolish.region001,betalactone,other,377217,403017,25801,CSMAG_4949,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__,59563,FAM_08833
CSMAG_1795_contig_16951_polypolish.region001,betalactone,other,71538,102499,30962,CSMAG_1795,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__DATKFM01;s__,1716,FAM_00454
CSMAG_7449_contig_61874_polypolish.region001,RiPP-like,RiPP,4054,14914,10861,CSMAG_7449,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__RCIZ01;s__,59571,FAM_08834
CSMAG_5904_contig_74095_polypolish.region001,arylpolyene,other,79036,120601,41566,CSMAG_5904,d__Bacteria;p__Planctomycetota;c__UBA11346;o__UBA11346;f__UBA11346;g__BOG-1363;s__,59575,FAM_08835
CSMAG_2940_contig_530_polypolish.region001,betalactone,other,1,21804,21804,CSMAG_2940,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp025929745,1266,FAM_00354
CSMAG_1898_contig_1790_polypolish.region001,thioamitides,RiPP,9656,31746,22091,CSMAG_1898,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__,59583,FAM_08836
CSMAG_1345_contig_3153_polypolish.region001,thioamitides,RiPP,638890,661372,22483,CSMAG_1345,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,59587,FAM_03135
CSMAG_4183_contig_7290_polypolish.region001,RiPP-like,RiPP,184020,194829,10810,CSMAG_4183,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,59591,FAM_08837
CSMAG_3134_contig_22259_polypolish.region002,NRPS.T1PKS,NRPS.PKS,282368,337532,55165,CSMAG_3134,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,59595,FAM_08838
CSMAG_3957_contig_27936_polypolish.region001,NRPS-like.RRE-containing,NRPS.RiPP,23109,73930,50822,CSMAG_3957,d__Bacteria;p__Tectomicrobia;c__Entotheonellia;o__Entotheonellales;f__Entotheonellaceae;g__SXND01;s__,59607,FAM_08839
CSMAG_3769_contig_33909_polypolish.region001,terpene,terpene,200362,222305,21944,CSMAG_3769,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__DP-6;f__DP-6;g__DATJZY01;s__,59619,FAM_08840
CSMAG_1100_contig_13491_polypolish.region001,NRPS.T1PKS,NRPS.PKS,147164,202327,55164,CSMAG_1100,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DASPWV01;s__,1229,FAM_00341
CSMAG_0512_contig_78505_polypolish.region001,T3PKS,PKS,199420,240493,41074,CSMAG_0512,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteriia;o__WVZY01;f__JAKEHA01;g__JAKEHA01;s__,36584,FAM_02592
CSMAG_3152_contig_19241_polypolish.region001,terpene,terpene,337379,359096,21718,CSMAG_3152,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,5641,FAM_00978
CSMAG_1967_contig_21900_polypolish.region001,RRE-containing.lassopeptide,RiPP,104501,127745,23245,CSMAG_1967,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__JACCTU01;s__,59635,FAM_08841
CSMAG_2995_contig_39249_polypolish.region001,NRPS-like,NRPS,163224,187421,24198,CSMAG_2995,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__,54243,FAM_03032
CSMAG_7270_contig_17847_polypolish.region001,NRPS-like.T3PKS,NRPS.PKS,132715,176843,44129,CSMAG_7270,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__DATBSL01;s__,17911,FAM_01871
CSMAG_5915_contig_8101_polypolish.region001,NRPS-like,NRPS,198797,240455,41659,CSMAG_5915,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,40242,FAM_02716
CSMAG_4700_contig_5912_polypolish.region001,lanthipeptide-class-i,RiPP,364805,393391,28587,CSMAG_4700,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteriia;o__G020349025;f__G020349025;g__DASRJW01;s__,39240,FAM_02686
CSMAG_2789_contig_66857_polypolish.region001,NRPS-like,NRPS,63432,106692,43261,CSMAG_2789,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavitalea;s__,23202,FAM_02114
CSMAG_1983_contig_10580_polypolish.region002,terpene,terpene,240285,262276,21992,CSMAG_1983,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__,3544,FAM_00732
CSMAG_3440_contig_113906_polypolish.region001,thioamitides,RiPP,292560,315219,22660,CSMAG_3440,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__JBGPEQ01;s__,51856,FAM_02994
CSMAG_0327_contig_31107_polypolish.region001,ranthipeptide,RiPP,25607,47058,21452,CSMAG_0327,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__,5011,FAM_00929
CSMAG_1269_contig_55373_polypolish.region001,NRPS-like,NRPS,248741,292763,44023,CSMAG_1269,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__JABWBJ01;s__,13105,FAM_01567
CSMAG_7513_contig_70710_polypolish.region001,terpene,terpene,37643,58485,20843,CSMAG_7513,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Povalibacter;s__,490,FAM_00206
CSMAG_6023_contig_12742_polypolish.region001,betalactone,other,20854,45649,24796,CSMAG_6023,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__,59695,FAM_08842
CSMAG_4722_contig_91522_polypolish.region001,NRPS-like,NRPS,247,38407,38161,CSMAG_4722,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__;s__,59699,FAM_08843
