Mag ID	Completeness	Contamination	Polish
sample26_SemiBin_95	66.3	0.96 	polca
sample26_SemiBin_9	81.02	0.04 	polca
sample27_SemiBin_0	98.71	0.75 	polca
sample27_SemiBin_100	58.02	1.81 	polca
sample27_SemiBin_101	60.02	1.99 	polca
sample27_SemiBin_102	59.53	6.13 	polca
sample27_SemiBin_103	66.4	5.67 	polca
sample27_SemiBin_107	65.07	2.04 	polca
sample27_SemiBin_109	58.76	2.67 	polca
sample27_SemiBin_10	92.74	0.94 	polca
sample27_SemiBin_110	59.87	4.07 	polca
sample27_SemiBin_111	83.42	2.09 	polca
sample27_SemiBin_113	71.49	2.07 	polca
sample27_SemiBin_115	67.92	4.42 	polca
sample27_SemiBin_118	51.41	0.25 	polca
sample27_SemiBin_119	79.76	1.75 	polca
sample27_SemiBin_11	91.16	6.63 	polca
sample27_SemiBin_121	59.02	1.49 	polca
sample27_SemiBin_122	65.38	0.51 	polca
sample27_SemiBin_124	58.27	3.43 	polca
sample27_SemiBin_125	70.44	1.53 	polca
sample27_SemiBin_126	60.87	7.49 	polca
sample27_SemiBin_12	94.78	9.18 	polca
sample27_SemiBin_130	59.02	0.57 	polca
sample27_SemiBin_131	55.34	3.25 	polca
sample27_SemiBin_133	62.93	2.58 	polca
sample27_SemiBin_136	50.63	0.25 	polca
sample27_SemiBin_138	74.68	2.06 	polca
sample27_SemiBin_13	90.77	6.11 	polca
sample27_SemiBin_140	70.86	2.35 	polca
sample27_SemiBin_143	60.19	6.16 	polca
sample27_SemiBin_144	52.28	8.13 	polca
sample27_SemiBin_1479	52.33	9.96 	polca
sample27_SemiBin_149	55.23	0.7 	polca
sample27_SemiBin_14	84.25	1.58 	polca
sample27_SemiBin_1528	60.45	6.74 	polca
sample27_SemiBin_1530	53.92	8.67 	polca
sample27_SemiBin_15	81.87	1.93 	polca
sample27_SemiBin_161	55.03	3.29 	polca
sample27_SemiBin_16	83.33	1.25 	polca
sample27_SemiBin_176	54.19	1.32 	polca
sample27_SemiBin_17	84.12	0.33 	polca
sample27_SemiBin_181	62.45	0.84 	polca
sample27_SemiBin_183	67.29	6.5 	polca
sample27_SemiBin_187	51.31	1.98 	polca
sample27_SemiBin_18	88.81	2.45 	polca
sample27_SemiBin_193	91.09	6.02 	polca
sample27_SemiBin_197	53.83	0.49 	polca
sample27_SemiBin_19	80.8	2.99 	polca
sample27_SemiBin_1	99.94	5.92 	polca
sample27_SemiBin_20	86.8	0.49 	polca
sample27_SemiBin_21	76.03	2.75 	polca
sample27_SemiBin_22	79.83	8.31 	polca
sample27_SemiBin_235	51.65	2.62 	polca
sample27_SemiBin_23	85.06	6.9 	polca
sample27_SemiBin_245	57.82	1.19 	polca
sample27_SemiBin_24	88.98	4.89 	polca
sample27_SemiBin_252	92.18	0.1 	polca
sample27_SemiBin_25	85.45	3.94 	polca
sample27_SemiBin_26	75.21	3.78 	polca
sample27_SemiBin_27	83.27	2.94 	polca
sample27_SemiBin_28	83.1	2.23 	polca
sample27_SemiBin_29	85.77	2.94 	polca
sample27_SemiBin_2	98.46	1.34 	polca
sample27_SemiBin_30	85.0	3.16 	polca
sample27_SemiBin_310	67.12	0.01 	polca
sample27_SemiBin_31	79.49	6.25 	polca
sample27_SemiBin_32	88.29	2.97 	polca
sample27_SemiBin_33	76.02	2.01 	polca
sample27_SemiBin_342	74.5	4.04 	polca
sample27_SemiBin_34	82.6	0.59 	polca
sample27_SemiBin_35	90.11	8.64 	polca
sample27_SemiBin_36	82.06	2.41 	polca
sample27_SemiBin_37	84.9	9.23 	polca
sample27_SemiBin_38	78.56	4.8 	polca
sample27_SemiBin_398	54.4	6.91 	polca
sample27_SemiBin_39	76.5	1.99 	polca
sample27_SemiBin_3	97.13	2.65 	polca
sample27_SemiBin_40	68.16	0.05 	polca
sample27_SemiBin_41	79.43	3.37 	polca
sample27_SemiBin_42	80.4	1.22 	polca
sample27_SemiBin_430	58.68	3.06 	polca
sample27_SemiBin_434	52.7	9.8 	polca
sample27_SemiBin_43	77.82	3.14 	polca
sample27_SemiBin_45	75.28	3.19 	polca
sample27_SemiBin_462	50.53	4.12 	polca
sample27_SemiBin_46	78.31	3.36 	polca
sample27_SemiBin_47	87.92	2.26 	polca
sample27_SemiBin_48	71.55	3.49 	polca
sample27_SemiBin_4	88.65	4.78 	polca
sample27_SemiBin_50	68.69	4.12 	polca
sample27_SemiBin_51	73.85	4.32 	polca
sample27_SemiBin_52	69.76	3.7 	polca
sample27_SemiBin_55	84.56	0.46 	polca
sample27_SemiBin_56	58.58	4.74 	polca
sample27_SemiBin_57	65.2	2.26 	polca
sample27_SemiBin_58	67.57	1.98 	polca
sample27_SemiBin_59	98.64	6.99 	polca
sample27_SemiBin_5	94.85	3.35 	polca
sample27_SemiBin_60	90.22	2.66 	polca
sample27_SemiBin_61	58.11	8.22 	polca
sample27_SemiBin_62	61.45	0.64 	polca
sample27_SemiBin_63	65.48	8.02 	polca
sample27_SemiBin_64	99.22	5.1 	polca
sample27_SemiBin_66	51.97	3.86 	polca
sample27_SemiBin_67	59.34	1.97 	polca
sample27_SemiBin_68	63.0	4.9 	polca
sample27_SemiBin_69	63.49	0.59 	polca
sample27_SemiBin_6	94.33	6.23 	polca
sample27_SemiBin_70	64.56	5.15 	polca
sample27_SemiBin_71	62.04	2.08 	polca
sample27_SemiBin_72	60.55	0.95 	polca
sample27_SemiBin_73	56.95	0.22 	polca
sample27_SemiBin_74	79.28	3.99 	polca
sample27_SemiBin_75	62.03	8.01 	polca
sample27_SemiBin_764	61.04	8.49 	polca
sample27_SemiBin_77	58.3	5.55 	polca
sample27_SemiBin_7	89.41	3.3 	polca
sample27_SemiBin_80	56.51	3.76 	polca
sample27_SemiBin_81	57.24	4.03 	polca
sample27_SemiBin_84	70.49	3.9 	polca
sample27_SemiBin_86	50.76	1.67 	polca
sample27_SemiBin_88	63.59	0.52 	polca
sample27_SemiBin_8	92.58	0.05 	polca
sample27_SemiBin_93	67.69	2.91 	polca
sample27_SemiBin_94	57.48	4.28 	polca
sample27_SemiBin_95	53.35	3.82 	polca
sample27_SemiBin_9	90.94	4.97 	polca
sample28_SemiBin_0	98.12	0.61 	polca
sample28_SemiBin_101	77.26	0.67 	polca
sample28_SemiBin_102	62.77	2.81 	polca
sample28_SemiBin_107	78.42	3.84 	polca
sample28_SemiBin_10	73.34	0.79 	polca
sample28_SemiBin_110	66.95	0.34 	polca
sample28_SemiBin_116	50.64	0.42 	polca
sample28_SemiBin_11	93.91	4.39 	polca
sample28_SemiBin_120	57.41	0.65 	polca
sample28_SemiBin_122	56.63	6.43 	polca
sample28_SemiBin_126	71.29	1.56 	polca
sample28_SemiBin_12	88.46	4.61 	polca
sample28_SemiBin_130	58.37	5.85 	polca
sample28_SemiBin_1337	50.02	8.91 	polca
sample28_SemiBin_1348	54.8	8.54 	polca
sample28_SemiBin_1357	54.43	9.86 	polca
sample28_SemiBin_135	59.71	0.44 	polca
sample28_SemiBin_13	88.74	5.72 	polca
sample28_SemiBin_140	52.94	3.27 	polca
sample28_SemiBin_143	54.57	0.34 	polca
sample28_SemiBin_14	87.32	4.38 	polca
sample28_SemiBin_15	87.46	3.79 	polca
sample28_SemiBin_162	54.01	2.19 	polca
sample28_SemiBin_163	59.57	3.33 	polca
sample28_SemiBin_164	57.52	9.69 	polca
sample28_SemiBin_168	55.32	1.26 	polca
sample28_SemiBin_16	75.15	2.53 	polca
sample28_SemiBin_172	55.61	0.77 	polca
sample28_SemiBin_17	74.79	0.45 	polca
sample28_SemiBin_18	80.03	0.76 	polca
sample28_SemiBin_19	76.62	5.17 	polca
sample28_SemiBin_1	96.82	0.51 	polca
sample28_SemiBin_201	51.87	1.32 	polca
sample28_SemiBin_20	84.06	7.02 	polca
sample28_SemiBin_219	85.09	0.18 	polca
sample28_SemiBin_21	88.91	1.31 	polca
sample28_SemiBin_22	81.76	6.34 	polca
sample28_SemiBin_23	77.23	4.7 	polca
sample28_SemiBin_24	85.46	0.21 	polca
sample28_SemiBin_25	79.29	6.09 	polca
sample28_SemiBin_26	75.05	3.98 	polca
sample28_SemiBin_27	80.85	3.1 	polca
sample28_SemiBin_28	77.04	5.72 	polca
sample28_SemiBin_29	93.45	1.69 	polca
sample28_SemiBin_2	96.26	6.24 	polca
sample28_SemiBin_30	64.8	2.44 	polca
sample28_SemiBin_31	62.67	1.04 	polca
sample28_SemiBin_32	77.86	3.75 	polca
sample28_SemiBin_33	84.38	9.72 	polca
sample28_SemiBin_34	69.92	0.12 	polca
sample28_SemiBin_351	64.63	3.91 	polca
sample28_SemiBin_36	78.94	9.95 	polca
sample28_SemiBin_37	61.79	0.89 	polca
sample28_SemiBin_38	67.45	4.96 	polca
sample28_SemiBin_39	87.78	2.26 	polca
sample28_SemiBin_3	95.2	0.01 	polca
sample28_SemiBin_40	75.45	2.29 	polca
sample28_SemiBin_41	76.41	0.51 	polca
sample28_SemiBin_429	50.1	4.29 	polca
sample28_SemiBin_42	74.25	0.04 	polca
sample28_SemiBin_43	67.71	3.69 	polca
sample28_SemiBin_46	66.76	1.0 	polca
sample28_SemiBin_47	73.33	3.92 	polca
sample28_SemiBin_48	86.73	0.59 	polca
sample28_SemiBin_49	75.84	9.13 	polca
sample28_SemiBin_4	95.87	2.19 	polca
sample28_SemiBin_50	70.57	6.29 	polca
sample28_SemiBin_51	68.22	5.31 	polca
sample28_SemiBin_52	56.31	1.43 	polca
sample28_SemiBin_53	57.11	0.6 	polca
sample28_SemiBin_54	65.0	1.24 	polca
sample28_SemiBin_55	65.23	1.21 	polca
sample28_SemiBin_56	71.14	7.37 	polca
sample28_SemiBin_578	63.16	7.75 	polca
sample28_SemiBin_57	66.1	3.18 	polca
sample28_SemiBin_58	71.06	0.71 	polca
sample28_SemiBin_5	90.55	0.5 	polca
sample28_SemiBin_60	88.28	0.03 	polca
sample28_SemiBin_61	60.13	0.41 	polca
sample28_SemiBin_62	67.15	0.12 	polca
sample28_SemiBin_63	100.0	9.45 	polca
sample28_SemiBin_65	56.9	4.82 	polca
sample28_SemiBin_66	57.91	3.64 	polca
sample28_SemiBin_67	98.72	0.46 	polca
sample28_SemiBin_69	52.83	5.66 	polca
sample28_SemiBin_70	73.12	4.39 	polca
sample28_SemiBin_71	85.86	7.67 	polca
sample28_SemiBin_72	57.72	6.84 	polca
sample28_SemiBin_73	87.85	2.24 	polca
sample28_SemiBin_74	58.21	1.96 	polca
sample28_SemiBin_76	74.53	5.75 	polca
sample28_SemiBin_77	56.02	8.5 	polca
sample28_SemiBin_79	76.57	0.01 	polca
sample28_SemiBin_7	94.02	0.43 	polca
sample28_SemiBin_80	56.28	0.57 	polca
sample28_SemiBin_81	78.72	2.65 	polca
sample28_SemiBin_83	55.23	3.99 	polca
sample28_SemiBin_84	60.18	1.74 	polca
sample28_SemiBin_85	60.92	2.64 	polca
sample28_SemiBin_86	59.25	4.82 	polca
sample28_SemiBin_87	91.36	5.72 	polca
sample28_SemiBin_88	53.56	0.04 	polca
sample28_SemiBin_8	89.42	3.49 	polca
sample28_SemiBin_94	60.41	1.32 	polca
sample28_SemiBin_95	50.75	2.5 	polca
sample28_SemiBin_96	69.36	1.47 	polca
sample28_SemiBin_98	54.51	1.49 	polca
sample28_SemiBin_99	51.23	3.06 	polca
sample28_SemiBin_9	92.09	1.35 	polca
sample29_SemiBin_0	97.64	0.31 	polca
sample29_SemiBin_100	92.32	1.75 	polca
sample29_SemiBin_101	78.7	2.78 	polca
sample29_SemiBin_102	75.04	0.99 	polca
sample29_SemiBin_103	77.6	9.69 	polca
sample29_SemiBin_104	64.88	1.29 	polca
sample29_SemiBin_105	72.83	4.13 	polca
sample29_SemiBin_106	75.05	6.88 	polca
sample29_SemiBin_107	65.86	0.78 	polca
sample29_SemiBin_108	70.39	1.11 	polca
sample29_SemiBin_109	71.4	2.75 	polca
sample29_SemiBin_10	92.55	0.11 	polca
sample29_SemiBin_110	66.24	3.06 	polca
sample29_SemiBin_111	80.01	2.47 	polca
sample29_SemiBin_112	75.7	1.16 	polca
sample29_SemiBin_113	72.1	9.79 	polca
sample29_SemiBin_114	63.28	0.93 	polca
sample29_SemiBin_115	76.76	1.99 	polca
sample29_SemiBin_116	71.09	0.05 	polca
sample29_SemiBin_118	68.5	5.14 	polca
sample29_SemiBin_119	71.77	0.32 	polca
sample29_SemiBin_11	99.95	4.5 	polca
sample29_SemiBin_120	67.22	2.42 	polca
sample29_SemiBin_121	74.86	3.55 	polca
sample29_SemiBin_122	93.42	0.48 	polca
sample29_SemiBin_123	71.99	0.53 	polca
sample29_SemiBin_124	66.24	6.53 	polca
sample29_SemiBin_125	69.42	2.57 	polca
sample29_SemiBin_126	57.7	2.48 	polca
sample29_SemiBin_127	77.46	6.91 	polca
sample29_SemiBin_128	59.06	0.15 	polca
sample29_SemiBin_129	74.03	2.3 	polca
sample29_SemiBin_12	90.87	0.6 	polca
sample29_SemiBin_130	75.29	1.84 	polca
sample29_SemiBin_131	76.81	0.55 	polca
sample29_SemiBin_133	75.08	4.82 	polca
sample29_SemiBin_134	57.38	2.16 	polca
sample29_SemiBin_135	57.89	5.61 	polca
sample29_SemiBin_136	56.48	0.09 	polca
sample29_SemiBin_137	97.89	1.97 	polca
sample29_SemiBin_138	58.21	2.35 	polca
sample29_SemiBin_139	64.99	1.38 	polca
sample29_SemiBin_13	100.0	0.19 	polca
sample29_SemiBin_141	52.93	0.64 	polca
sample29_SemiBin_142	84.27	0.95 	polca
sample29_SemiBin_143	84.2	4.63 	polca
sample29_SemiBin_144	60.55	3.68 	polca
sample29_SemiBin_145	75.51	3.51 	polca
sample29_SemiBin_146	81.54	0.36 	polca
sample29_SemiBin_147	53.07	3.92 	polca
sample29_SemiBin_148	68.41	4.3 	polca
sample29_SemiBin_149	73.33	0.68 	polca
sample29_SemiBin_14	93.01	2.16 	polca
sample29_SemiBin_150	52.13	4.34 	polca
sample29_SemiBin_151	70.73	2.41 	polca
sample29_SemiBin_152	60.46	1.92 	polca
sample29_SemiBin_153	70.95	3.91 	polca
sample29_SemiBin_155	51.33	0.83 	polca
sample29_SemiBin_156	50.61	5.2 	polca
sample29_SemiBin_157	52.07	0.3 	polca
sample29_SemiBin_158	95.49	2.14 	polca
sample29_SemiBin_15	97.99	1.45 	polca
sample29_SemiBin_160	76.09	6.45 	polca
sample29_SemiBin_161	55.97	6.7 	polca
sample29_SemiBin_163	91.95	5.66 	polca
sample29_SemiBin_165	80.0	3.13 	polca
sample29_SemiBin_1683	53.45	8.19 	polca
sample29_SemiBin_1697	51.03	5.92 	polca
sample29_SemiBin_169	74.82	0.36 	polca
sample29_SemiBin_16	99.61	2.9 	polca
sample29_SemiBin_173	73.91	0.03 	polca
sample29_SemiBin_175	81.87	8.03 	polca
sample29_SemiBin_1791	55.03	7.22 	polca
sample29_SemiBin_17	98.52	1.28 	polca
sample29_SemiBin_181	57.54	0.66 	polca
sample29_SemiBin_182	77.97	3.73 	polca
sample29_SemiBin_183	59.27	6.53 	polca
sample29_SemiBin_186	76.02	1.26 	polca
sample29_SemiBin_187	74.6	1.21 	polca
sample29_SemiBin_189	60.36	1.02 	polca
sample29_SemiBin_18	96.95	3.84 	polca
sample29_SemiBin_190	62.79	2.17 	polca
sample29_SemiBin_191	52.58	2.19 	polca
sample29_SemiBin_194	55.94	2.52 	polca
sample29_SemiBin_195	69.1	0.2 	polca
sample29_SemiBin_19	90.92	5.26 	polca
sample29_SemiBin_1	98.42	1.58 	polca
sample29_SemiBin_200	70.45	0.77 	polca
sample29_SemiBin_207	51.38	1.87 	polca
sample29_SemiBin_20	100.0	9.61 	polca
sample29_SemiBin_210	87.96	2.67 	polca
sample29_SemiBin_211	69.87	4.86 	polca
sample29_SemiBin_214	83.04	0.03 	polca
sample29_SemiBin_218	59.21	1.09 	polca
sample29_SemiBin_21	96.11	2.74 	polca
sample29_SemiBin_221	69.27	0.37 	polca
sample29_SemiBin_222	72.3	1.67 	polca
sample29_SemiBin_227	58.09	5.32 	polca
sample29_SemiBin_22	93.7	2.44 	polca
sample29_SemiBin_232	55.38	0.86 	polca
sample29_SemiBin_236	64.41	7.31 	polca
sample29_SemiBin_23	93.13	2.43 	polca
sample29_SemiBin_242	60.83	0.02 	polca
sample29_SemiBin_245	63.44	0.99 	polca
sample29_SemiBin_247	61.55	1.02 	polca
sample29_SemiBin_248	66.9	4.88 	polca
sample29_SemiBin_24	96.72	2.68 	polca
sample29_SemiBin_251	94.37	0.69 	polca
sample29_SemiBin_256	64.87	0.43 	polca
sample29_SemiBin_25	93.77	1.01 	polca
sample29_SemiBin_260	52.1	0.55 	polca
sample29_SemiBin_261	64.05	1.25 	polca
sample29_SemiBin_264	61.73	2.01 	polca
sample29_SemiBin_26	94.47	2.76 	polca
sample29_SemiBin_274	82.95	1.05 	polca
sample29_SemiBin_275	65.68	9.7 	polca
sample29_SemiBin_278	59.17	0.04 	polca
sample29_SemiBin_27	100.0	3.41 	polca
sample29_SemiBin_283	79.43	0.72 	polca
sample29_SemiBin_288	57.19	9.03 	polca
sample29_SemiBin_289	56.44	0.92 	polca
sample29_SemiBin_28	91.11	1.18 	polca
sample29_SemiBin_290	52.78	4.43 	polca
sample29_SemiBin_29	97.23	1.08 	polca
sample29_SemiBin_2	100.0	0.01 	polca
sample29_SemiBin_30	95.83	0.46 	polca
sample29_SemiBin_312	56.17	0.42 	polca
sample29_SemiBin_313	55.25	0.82 	polca
sample29_SemiBin_315	50.76	3.48 	polca
sample29_SemiBin_31	98.19	3.94 	polca
sample29_SemiBin_325	61.53	0.4 	polca
sample29_SemiBin_32	94.14	6.49 	polca
sample29_SemiBin_33	90.33	2.21 	polca
sample29_SemiBin_34	96.33	1.01 	polca
sample29_SemiBin_350	50.01	4.76 	polca
sample29_SemiBin_358	56.29	1.03 	polca
sample29_SemiBin_35	93.08	1.22 	polca
sample29_SemiBin_36	91.37	1.53 	polca
sample29_SemiBin_37	100.0	5.18 	polca
sample29_SemiBin_38	98.67	3.68 	polca
sample29_SemiBin_39	88.5	0.53 	polca
sample29_SemiBin_3	95.85	0.37 	polca
sample29_SemiBin_407	98.89	0.68 	polca
sample29_SemiBin_408	57.48	0.28 	polca
sample29_SemiBin_409	75.7	8.85 	polca
sample29_SemiBin_415	77.25	0.28 	polca
sample29_SemiBin_416	64.71	0.19 	polca
sample29_SemiBin_418	56.88	5.95 	polca
sample29_SemiBin_41	89.63	5.59 	polca
sample29_SemiBin_421	93.2	3.91 	polca
sample29_SemiBin_42	87.75	2.59 	polca
sample29_SemiBin_43	88.51	3.34 	polca
sample29_SemiBin_441	81.35	0.98 	polca
sample29_SemiBin_459	68.14	0.3 	polca
sample29_SemiBin_45	85.21	0.11 	polca
sample29_SemiBin_46	91.23	0.89 	polca
sample29_SemiBin_471	54.45	1.72 	polca
sample29_SemiBin_47	91.27	0.54 	polca
sample29_SemiBin_48	83.11	1.22 	polca
sample29_SemiBin_49	85.49	3.59 	polca
sample29_SemiBin_4	99.83	3.13 	polca
sample29_SemiBin_50	86.48	6.13 	polca
sample29_SemiBin_51	97.42	4.24 	polca
sample29_SemiBin_52	83.15	0.16 	polca
sample29_SemiBin_535	55.57	0.57 	polca
sample29_SemiBin_538	50.16	0.37 	polca
sample29_SemiBin_53	77.14	1.45 	polca
sample29_SemiBin_540	61.46	0.62 	polca
sample29_SemiBin_54	94.21	0.9 	polca
sample29_SemiBin_55	86.84	2.78 	polca
sample29_SemiBin_56	94.84	7.53 	polca
sample29_SemiBin_57	89.98	8.95 	polca
sample29_SemiBin_58	86.4	5.01 	polca
sample29_SemiBin_59	84.39	2.08 	polca
sample29_SemiBin_5	98.7	0.55 	polca
sample29_SemiBin_604	52.67	7.97 	polca
sample29_SemiBin_60	92.25	1.17 	polca
sample29_SemiBin_61	87.89	2.42 	polca
sample29_SemiBin_62	84.21	2.42 	polca
sample29_SemiBin_63	87.12	2.79 	polca
sample29_SemiBin_64	83.58	1.75 	polca
sample29_SemiBin_65	76.24	5.73 	polca
sample29_SemiBin_66	75.02	1.9 	polca
sample29_SemiBin_67	87.56	4.38 	polca
sample29_SemiBin_69	93.99	4.9 	polca
sample29_SemiBin_6	100.0	2.37 	polca
sample29_SemiBin_71	83.41	3.01 	polca
sample29_SemiBin_72	93.62	9.31 	polca
sample29_SemiBin_73	82.7	1.35 	polca
sample29_SemiBin_74	89.92	5.45 	polca
sample29_SemiBin_75	70.21	2.65 	polca
sample29_SemiBin_76	90.93	2.4 	polca
sample29_SemiBin_77	87.04	5.49 	polca
sample29_SemiBin_78	68.61	3.57 	polca
sample29_SemiBin_79	77.43	5.44 	polca
sample29_SemiBin_7	100.0	1.16 	polca
sample29_SemiBin_80	80.55	1.77 	polca
sample29_SemiBin_81	71.31	4.4 	polca
sample29_SemiBin_82	87.48	8.27 	polca
sample29_SemiBin_84	80.5	1.29 	polca
sample29_SemiBin_85	84.64	2.2 	polca
sample29_SemiBin_86	79.13	2.01 	polca
sample29_SemiBin_87	81.01	7.91 	polca
sample29_SemiBin_88	82.18	3.77 	polca
sample29_SemiBin_89	74.86	9.81 	polca
sample29_SemiBin_8	99.97	0.22 	polca
sample29_SemiBin_90	95.09	2.45 	polca
sample29_SemiBin_91	67.95	1.53 	polca
sample29_SemiBin_92	77.65	1.56 	polca
sample29_SemiBin_93	86.84	4.21 	polca
sample29_SemiBin_94	85.82	4.37 	polca
sample29_SemiBin_95	78.62	2.62 	polca
sample29_SemiBin_96	81.12	2.83 	polca
sample29_SemiBin_97	79.35	2.85 	polca
sample29_SemiBin_99	73.59	1.76 	polca
sample29_SemiBin_9	89.59	0.74 	polca
sample2_SemiBin_0	99.63	1.57 	polca
sample2_SemiBin_100	51.86	0.51 	polca
sample2_SemiBin_103	60.22	0.09 	polca
sample2_SemiBin_10	92.13	5.25 	polca
sample2_SemiBin_116	51.9	1.59 	polca
sample2_SemiBin_119	59.24	4.41 	polca
sample2_SemiBin_11	94.06	0.61 	polca
sample2_SemiBin_124	68.51	0.01 	polca
sample2_SemiBin_12	93.28	5.54 	polca
sample2_SemiBin_130	60.73	1.43 	polca
sample2_SemiBin_136	52.07	0.43 	polca
sample2_SemiBin_13	87.23	1.23 	polca
sample2_SemiBin_14	92.02	3.41 	polca
sample2_SemiBin_152	50.86	0.66 	polca
sample2_SemiBin_15	92.08	5.87 	polca
sample2_SemiBin_16	94.53	3.86 	polca
sample2_SemiBin_17	93.11	2.7 	polca
sample2_SemiBin_181	96.92	0.18 	polca
sample2_SemiBin_18	94.74	3.62 	polca
sample2_SemiBin_19	73.96	4.03 	polca
sample2_SemiBin_1	94.11	0.34 	polca
sample2_SemiBin_209	50.24	0.66 	polca
sample2_SemiBin_20	93.06	0.78 	polca
sample2_SemiBin_21	86.44	1.6 	polca
sample2_SemiBin_22	72.38	2.87 	polca
sample2_SemiBin_230	51.03	8.92 	polca
sample2_SemiBin_23	93.1	1.46 	polca
sample2_SemiBin_24	87.99	1.74 	polca
sample2_SemiBin_25	72.51	3.98 	polca
sample2_SemiBin_26	98.19	2.63 	polca
sample2_SemiBin_27	92.94	4.79 	polca
sample2_SemiBin_28	88.28	1.91 	polca
sample2_SemiBin_29	71.81	2.7 	polca
sample2_SemiBin_2	97.21	0.12 	polca
sample2_SemiBin_30	68.38	7.74 	polca
sample2_SemiBin_31	85.87	6.34 	polca
sample2_SemiBin_32	74.97	2.07 	polca
sample2_SemiBin_33	74.73	6.29 	polca
sample2_SemiBin_34	67.41	1.7 	polca
sample2_SemiBin_35	55.7	1.44 	polca
sample2_SemiBin_36	77.01	4.51 	polca
sample2_SemiBin_37	63.57	3.82 	polca
sample2_SemiBin_38	77.27	0.17 	polca
sample2_SemiBin_39	70.38	0.49 	polca
sample2_SemiBin_3	99.37	0.37 	polca
sample2_SemiBin_40	79.69	2.03 	polca
sample2_SemiBin_414	65.66	4.87 	polca
sample2_SemiBin_41	100.0	4.54 	polca
sample2_SemiBin_42	62.09	2.69 	polca
sample2_SemiBin_43	90.2	0.4 	polca
sample2_SemiBin_44	70.72	2.56 	polca
sample2_SemiBin_45	62.71	2.69 	polca
sample2_SemiBin_460	52.39	6.11 	polca
sample2_SemiBin_46	68.75	2.15 	polca
sample2_SemiBin_47	63.18	3.08 	polca
sample2_SemiBin_48	66.39	3.81 	polca
sample2_SemiBin_49	89.9	0.5 	polca
sample2_SemiBin_4	88.73	4.62 	polca
sample2_SemiBin_50	72.35	4.1 	polca
sample2_SemiBin_51	55.35	1.34 	polca
sample2_SemiBin_52	81.32	0.17 	polca
sample2_SemiBin_53	62.17	3.15 	polca
sample2_SemiBin_54	65.9	3.4 	polca
sample2_SemiBin_55	74.92	5.1 	polca
sample2_SemiBin_56	78.47	0.42 	polca
sample2_SemiBin_57	54.45	4.15 	polca
sample2_SemiBin_58	57.87	0.89 	polca
sample2_SemiBin_59	70.08	0.58 	polca
sample2_SemiBin_5	95.15	1.18 	polca
sample2_SemiBin_60	57.08	3.44 	polca
sample2_SemiBin_61	61.54	2.3 	polca
sample2_SemiBin_62	87.69	1.47 	polca
sample2_SemiBin_63	67.29	1.36 	polca
sample2_SemiBin_65	64.84	0.75 	polca
sample2_SemiBin_66	74.29	1.48 	polca
sample2_SemiBin_67	71.08	0.28 	polca
sample2_SemiBin_69	53.19	5.52 	polca
sample2_SemiBin_6	97.68	1.53 	polca
sample2_SemiBin_71	75.98	0.34 	polca
sample2_SemiBin_73	85.04	2.5 	polca
sample2_SemiBin_76	52.01	4.06 	polca
sample2_SemiBin_79	77.92	0.54 	polca
sample2_SemiBin_7	97.57	7.86 	polca
sample2_SemiBin_80	74.03	6.34 	polca
sample2_SemiBin_84	53.54	3.38 	polca
sample2_SemiBin_85	59.61	0.68 	polca
sample2_SemiBin_88	63.68	1.67 	polca
sample2_SemiBin_8	93.63	3.33 	polca
sample2_SemiBin_916	54.04	7.92 	polca
sample2_SemiBin_91	74.64	1.06 	polca
sample2_SemiBin_93	63.53	0.15 	polca
sample2_SemiBin_948	54.6	8.26 	polca
sample2_SemiBin_94	74.37	2.12 	polca
sample2_SemiBin_951	55.21	9.93 	polca
sample2_SemiBin_97	56.42	4.11 	polca
sample2_SemiBin_9	92.74	0.48 	polca
sample30_SemiBin_104	52.98	1.24 	polca
sample30_SemiBin_109	55.21	1.24 	polca
sample30_SemiBin_10	90.73	8.35 	polca
sample30_SemiBin_110	67.82	0.4 	polca
sample30_SemiBin_1138	55.48	9.58 	polca
sample30_SemiBin_1140	56.09	7.71 	polca
sample30_SemiBin_119	51.57	6.94 	polca
sample30_SemiBin_11	87.38	1.81 	polca
sample30_SemiBin_12	79.45	3.21 	polca
sample30_SemiBin_13	74.51	8.28 	polca
sample30_SemiBin_14	74.22	1.19 	polca
sample30_SemiBin_167	50.54	0.53 	polca
sample30_SemiBin_16	97.12	0.01 	polca
sample30_SemiBin_17	79.75	4.53 	polca
sample30_SemiBin_18	64.87	1.59 	polca
sample30_SemiBin_19	76.21	6.1 	polca
sample30_SemiBin_1	97.23	0.29 	polca
sample30_SemiBin_209	60.16	2.78 	polca
sample30_SemiBin_20	76.09	4.53 	polca
sample30_SemiBin_217	52.41	7.82 	polca
sample30_SemiBin_21	75.8	2.42 	polca
sample30_SemiBin_22	70.37	1.56 	polca
sample30_SemiBin_234	56.86	0.01 	polca
sample30_SemiBin_236	56.36	0.41 	polca
sample30_SemiBin_23	69.58	3.72 	polca
sample30_SemiBin_24	74.65	7.61 	polca
sample30_SemiBin_25	72.99	2.42 	polca
sample30_SemiBin_26	80.94	7.66 	polca
sample30_SemiBin_279	51.42	1.58 	polca
sample30_SemiBin_27	75.32	1.25 	polca
sample30_SemiBin_28	59.79	4.23 	polca
sample30_SemiBin_29	62.52	7.22 	polca
sample30_SemiBin_2	94.26	0.0 	polca
