Sample	Mag ID	nbps	Nr contigs	N50	L50	Completeness	Contamination	Quality	Drep_95	Drep_99	S16	S23	S5	Total tRNA	Unique tRNA	GTDB	MIMAG	SGB	ARO	Drug Class	Resistance Mechanism	AMR Gene Family
sample27	sample27_SemiBin_15	4063119	29	212855	5	81.87	1.93	Medium quality	F	T	2	1	0	49	20	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__;g__;s__	F	2523_1	NA	NA	NA	NA
sample27	sample27_SemiBin_161	2772364	17	172035	4	55.03	3.29	Medium quality	T	T	1	1	1	32	15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__JAEUMW01;g__JAEUMW01;s__	F	2176_2	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_16	3238575	17	264232	5	83.33	1.25	Medium quality	F	F	0	0	0	46	18	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	F	762_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_176	1799772	18	110727	7	54.19	1.32	Medium quality	T	T	1	1	1	43	18	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__DSYU01;s__	F	231_0	NA	NA	NA	NA
sample27	sample27_SemiBin_17	3376512	23	217731	7	84.12	0.33	Medium quality	F	T	1	1	1	34	17	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	F	2557_1	NA	NA	NA	NA
sample27	sample27_SemiBin_181	4075535	22	217253	6	62.45	0.84	Medium quality	F	T	0	0	0	24	12	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__	F	1146_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_183	5146118	62	96737	19	67.29	6.5	Medium quality	T	T	0	0	0	24	12	d__Bacteria;p__Tectomicrobia;c__Entotheonellia;o__Entotheonellales;f__Entotheonellaceae;g__SXND01;s__	F	300_1	NA	NA	NA	NA
sample27	sample27_SemiBin_187	5324575	47	136196	13	51.31	1.98	Medium quality	F	T	0	0	0	53	16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__	F	1725_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_18	5190466	40	174900	9	88.81	2.45	Medium quality	T	T	0	0	0	40	20	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__;s__	F	535_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_193	5501433	27	495477	5	91.09	6.02	Medium quality	F	T	2	2	2	39	14	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	F	1281_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_197	2484469	14	227885	4	53.83	0.49	Medium quality	T	T	0	0	0	31	13	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	F	2094_0	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_19	4372258	22	297354	6	80.8	2.99	Medium quality	T	T	1	2	1	41	18	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JADKGY01;s__	F	147_0	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_1	3890383	12	435606	4	99.94	5.92	Medium quality	F	F	1	1	1	55	19	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	F	764_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_20	5171373	14	474166	5	86.8	0.49	Medium quality	F	T	0	0	1	35	17	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	F	1049_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_21	4705663	32	189048	9	76.03	2.75	Medium quality	F	T	1	1	0	40	18	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	F	672_1	NA	NA	NA	NA
sample27	sample27_SemiBin_22	4249404	37	167181	9	79.83	8.31	Medium quality	F	T	2	2	2	46	18	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__Polarisedimenticolaceae;g__;s__	F	1654_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_235	2178595	18	156362	5	51.65	2.62	Medium quality	T	T	0	0	0	17	10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__	F	2567_2	NA	NA	NA	NA
sample27	sample27_SemiBin_23	5050808	17	615676	4	85.06	6.9	Medium quality	T	T	1	1	1	40	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEED01;s__	F	2116_0	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_245	3459326	19	198418	6	57.82	1.19	Medium quality	F	T	0	0	0	15	10	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACCXG01;s__	F	1390_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_24	5058077	23	436139	5	88.98	4.89	Medium quality	F	T	0	0	0	44	18	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__	F	249_1	3002972;3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_252	1740687	5	439656	2	92.18	0.1	High quality	F	F	1	1	1	40	14	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__	F	29_1	NA	NA	NA	NA
sample27	sample27_SemiBin_25	4013878	22	261325	6	85.45	3.94	Medium quality	F	T	1	1	1	52	18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	F	2332_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_26	2102185	26	103702	8	75.21	3.78	Medium quality	T	T	1	1	1	40	19	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__ATM1;g__JACDEQ01;s__	F	198_0	3002972;3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_27	4608644	15	444428	4	83.27	2.94	Medium quality	T	T	1	1	1	42	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__;s__	F	361_0	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_28	2910709	19	238165	5	83.1	2.23	Medium quality	F	T	2	2	1	48	20	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__VJS01;s__	F	506_1	3002909;3002959	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase,vanY; glycopeptide resistance gene cluster
sample27	sample27_SemiBin_29	6416683	35	223326	10	85.77	2.94	Medium quality	T	T	1	1	1	45	19	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	F	387_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_2	3161431	3	1666929	1	98.46	1.34	High quality	F	F	1	1	1	51	20	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__JACZUI01;s__	T	463_1	3002956;3002972;3003724;3003395	glycopeptide antibiotic,aminoglycoside antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT,vanW; glycopeptide resistance gene cluster,vanY; glycopeptide resistance gene cluster,antibiotic-resistant rpsL
sample27	sample27_SemiBin_30	2922294	15	304730	4	85.0	3.16	Medium quality	T	T	2	1	1	38	17	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomicrobium;s__	F	805_0	3000777;3005069	fluoroquinolone antibiotic; tetracycline antibiotic,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_310	1694662	7	356178	2	67.12	0.01	Medium quality	F	T	1	1	1	29	12	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__	F	15_1	NA	NA	NA	NA
sample27	sample27_SemiBin_31	3411203	30	160943	7	79.49	6.25	Medium quality	F	T	1	1	1	57	20	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__JAIBJN01;s__	F	2682_1	3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster
sample27	sample27_SemiBin_32	4996320	17	460885	5	88.29	2.97	Medium quality	T	T	0	0	0	45	20	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__JADKCZ01;s__	F	1661_0	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_33	5018847	66	117186	15	76.02	2.01	Medium quality	T	T	1	1	1	42	17	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAAUTT01;g__JAAUTT01;s__	F	74_0	NA	NA	NA	NA
sample27	sample27_SemiBin_342	3457367	56	81054	14	74.5	4.04	Medium quality	F	T	0	0	1	39	13	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__	F	13_1	NA	NA	NA	NA
sample27	sample27_SemiBin_34	4299584	13	465994	4	82.6	0.59	Medium quality	F	T	1	1	1	43	20	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__;s__	F	2516_2	3000777;3002965	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanW; glycopeptide resistance gene cluster,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_35	7158604	25	370604	7	90.11	8.64	Medium quality	F	F	1	1	1	46	17	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	F	1262_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_36	4523906	10	763729	3	82.06	2.41	Medium quality	F	F	1	1	1	69	20	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	F	414_1	NA	NA	NA	NA
sample27	sample27_SemiBin_37	4998110	40	199250	9	84.9	9.23	Medium quality	F	T	1	1	1	36	15	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR5;s__	F	1885_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_38	4374311	21	277791	6	78.56	4.8	Medium quality	T	T	0	0	0	38	16	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__JADKHC01;s__	F	719_0	3002972;3000777;3002948	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanH; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_398	2068401	27	105372	6	54.4	6.91	Medium quality	T	T	0	1	1	38	17	d__Bacteria;p__Desulfobacterota_E;c__Deferrimicrobia;o__Deferrimicrobiales;f__Deferrimicrobiaceae;g__Deferrimicrobium;s__	F	597_0	NA	NA	NA	NA
sample27	sample27_SemiBin_39	4768600	54	121761	12	76.5	1.99	Medium quality	T	T	1	1	1	43	19	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__	F	933_8	NA	NA	NA	NA
sample27	sample27_SemiBin_3	5981110	11	1252008	2	97.13	2.65	High quality	T	T	0	0	0	45	19	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__JAEYXD01;s__	F	726_0	3002956;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_40	2491158	5	555377	2	68.16	0.05	Medium quality	F	T	1	1	1	35	17	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__JACCXV01;f__JAHWKZ01;g__;s__	F	713_1	NA	NA	NA	NA
sample27	sample27_SemiBin_41	3285149	39	136242	8	79.43	3.37	Medium quality	T	T	1	1	1	48	19	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__	F	2529_0	3007370;3002964	glycopeptide antibiotic,phosphonic acid antibiotic	antibiotic target alteration,antibiotic inactivation	fosfomycin thiol transferase,vanW; glycopeptide resistance gene cluster
sample27	sample27_SemiBin_42	4245314	20	226103	6	80.4	1.22	Medium quality	F	F	2	2	2	35	17	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	F	1285_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_430	5908833	26	377850	7	58.68	3.06	Medium quality	F	T	1	1	1	27	14	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACCXG01;s__	F	1363_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_434	3964643	64	137822	7	52.7	9.8	Medium quality	T	T	1	1	1	29	14	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__SYSU-D60009;s__	F	2512_2	NA	NA	NA	NA
sample27	sample27_SemiBin_43	2903848	19	234476	4	77.82	3.14	Medium quality	F	T	1	1	1	39	19	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__	F	695_2	3002972;3002943	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_45	4273498	13	526227	3	75.28	3.19	Medium quality	F	F	1	0	0	30	15	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__40CM-4-69-5;s__	F	1891_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_462	3522197	46	85393	10	50.53	4.12	Medium quality	T	T	0	0	0	22	11	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Schlegelella_A;s__	F	2243_6	NA	NA	NA	NA
sample27	sample27_SemiBin_46	4990433	23	296241	6	78.31	3.36	Medium quality	F	T	1	1	1	26	12	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__	F	1860_2	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_47	4238255	22	349583	5	87.92	2.26	Medium quality	T	T	2	2	1	56	20	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__;s__	F	1672_0	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_48	5257033	26	217236	8	71.55	3.49	Medium quality	F	T	2	1	1	29	14	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	F	1847_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_4	4636416	21	447588	5	88.65	4.78	Medium quality	T	T	1	1	1	48	19	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;s__	F	2741_0	3002956;3002972;3003395	glycopeptide antibiotic,aminoglycoside antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,antibiotic-resistant rpsL
sample27	sample27_SemiBin_50	3892158	40	118046	12	68.69	4.12	Medium quality	T	T	0	0	0	34	18	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__CAIYRG01;s__	F	2482_3	NA	NA	NA	NA
sample27	sample27_SemiBin_51	3728814	32	164300	9	73.85	4.32	Medium quality	T	T	1	1	1	30	18	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JADKGY01;s__	F	152_0	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_52	3199443	25	152124	7	69.76	3.7	Medium quality	F	T	0	0	0	32	15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	F	2333_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_55	3957258	11	545403	3	84.56	0.46	Medium quality	F	T	1	1	1	49	20	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__WS-8;s__	F	1527_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_56	3715177	61	84691	15	58.58	4.74	Medium quality	T	T	1	1	1	28	18	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	F	2749_3	3003395	aminoglycoside antibiotic	antibiotic target alteration	antibiotic-resistant rpsL
sample27	sample27_SemiBin_57	2696342	24	117988	9	65.2	2.26	Medium quality	F	T	0	0	0	31	15	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JAGGAG01;s__	F	944_1	NA	NA	NA	NA
sample27	sample27_SemiBin_58	3044891	21	204585	6	67.57	1.98	Medium quality	F	T	0	2	1	39	20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__	F	906_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_59	6689935	55	236301	8	98.64	6.99	Medium quality	T	T	2	2	2	40	17	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__	F	51_12	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_5	6053367	27	291990	8	94.85	3.35	High quality	F	T	1	1	1	43	19	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__	T	430_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
